Image Name,Healthy (true/false),How Healthy? (1-10),Lighting Conditions (sun/partial/shade),
grass (694).jpg,TRUE,6,sun,
grass (695).jpg,TRUE,6,sun,
grass (696).jpg,TRUE,6,sun,
grass (697).jpg,TRUE,5,sun,
grass (698).jpg,TRUE,5,sun,
grass (699).jpg,TRUE,6,sun,
grass (700).jpg,TRUE,6,sun,
grass (701).jpg,TRUE,5,sun,
grass (702).jpg,FALSE,4,sun,
grass (703).jpg,TRUE,5,sun,
grass (704).jpg,TRUE,5,sun,
grass (705).jpg,TRUE,6,sun,
grass (706).jpg,TRUE,6,sun,
grass (707).jpg,TRUE,6,sun,
grass (708).jpg,TRUE,6,sun,
grass (709).jpg,TRUE,7,sun,
grass (710).jpg,TRUE,7,sun,
grass (711).jpg,TRUE,7,sun,
grass (712).jpg,TRUE,7,sun,
grass (713).jpg,TRUE,7,sun,
grass (714).jpg,TRUE,7,sun,
grass (715).jpg,TRUE,7,sun,
grass (716).jpg,TRUE,6,sun,
grass (717).jpg,TRUE,6,shade,
grass (718).jpg,TRUE,5,sun,
grass (719).jpg,TRUE,5,partial,
grass (720).jpg,FALSE,4,partial,
grass (721).jpg,FALSE,4,partial,
grass (722).jpg,TRUE,5,partial,
grass (723).jpg,TRUE,5,partial,
grass (724).jpg,TRUE,5,shade,
grass (725).jpg,FALSE,4,shade,
grass (726).jpg,FALSE,4,shade,
grass (727).jpg,TRUE,5,shade,
grass (728).jpg,FALSE,3,shade,
grass (729).jpg,FALSE,4,shade,
grass (730).jpg,FALSE,2,sun,
grass (731).jpg,FALSE,2,sun,
grass (732).jpg,FALSE,2,sun,
grass (733).jpg,FALSE,2,sun,
grass (734).jpg,FALSE,4,sun,
grass (735).jpg,FALSE,3,sun,
grass (736).jpg,TRUE,5,sun,
grass (737).jpg,FALSE,3,partial,
grass (738).jpg,FALSE,1,sun,
grass (739).jpg,FALSE,2,partial,
grass (740).jpg,FALSE,2,sun,
grass (741).jpg,FALSE,2,partial,
grass (742).jpg,FALSE,1,sun,
grass (743).jpg,FALSE,2,sun,
grass (744).jpg,FALSE,3,shade,
grass (745).jpg,TRUE,5,partial,
grass (746).jpg,TRUE,5,shade,
grass (747).jpg,FALSE,3,sun,
grass (748).jpg,FALSE,2,sun,
grass (749).jpg,FALSE,4,sun,
grass (750).jpg,FALSE,4,sun,
grass (751).jpg,FALSE,4,sun,
grass (752).jpg,FALSE,3,sun,
grass (753).jpg,TRUE,5,sun,
grass (754).jpg,TRUE,5,sun,
grass (755).jpg,FALSE,4,sun,
grass (756).jpg,FALSE,4,partial,
grass (757).jpg,FALSE,4,sun,
grass (758).jpg,TRUE,5,sun,
grass (759).jpg,FALSE,4,sun,
grass (760).jpg,FALSE,4,sun,
grass (761).jpg,TRUE,6,sun,
grass (762).jpg,FALSE,4,sun,
grass (763).jpg,TRUE,5,sun,
grass (764).jpg,TRUE,5,sun,
grass (765).jpg,TRUE,6,sun,
grass (766).jpg,FALSE,4,sun,
grass (767).jpg,FALSE,3,sun,
grass (768).jpg,FALSE,3,sun,
grass (769).jpg,TRUE,5,sun,
grass (770).jpg,FALSE,4,sun,
grass (771).jpg,FALSE,3,sun,
grass (772).jpg,FALSE,2,sun,
grass (773).jpg,FALSE,2,sun,
grass (774).jpg,FALSE,2,sun,
grass (775).jpg,FALSE,1,sun,
grass (776).jpg,FALSE,1,sun,
grass (777).jpg,FALSE,1,sun,
grass (778).jpg,FALSE,1,sun,
grass (779).jpg,FALSE,1,sun,
grass (780).jpg,FALSE,1,sun,
grass (781).jpg,FALSE,1,sun,
grass (782).jpg,FALSE,1,sun,
grass (783).jpg,FALSE,2,sun,
grass (784).jpg,FALSE,1,sun,
grass (785).jpg,FALSE,1,sun,
grass (786).jpg,FALSE,1,sun,
grass (787).jpg,FALSE,2,sun,
grass (788).jpg,FALSE,2,partial,
grass (789).jpg,FALSE,3,shade,
grass (790).jpg,FALSE,2,partial,
grass (791).jpg,FALSE,2,partial,
grass (792).jpg,FALSE,2,partial,
grass (793).jpg,FALSE,1,sun,
grass (794).jpg,FALSE,2,sun,
grass (795).jpg,TRUE,5,sun,
grass (796).jpg,FALSE,4,sun,
grass (797).jpg,FALSE,4,sun,
grass (798).jpg,FALSE,4,sun,
grass (799).jpg,FALSE,4,sun,
grass (800).jpg,FALSE,3,sun,
grass (801).jpg,FALSE,2,sun,
grass (802).jpg,FALSE,1,partial,
grass (803).jpg,FALSE,2,partial,
grass (804).jpg,FALSE,2,partial,
grass (805).jpg,FALSE,1,partial,
grass (806).jpg,FALSE,2,partial,
grass (807).jpg,FALSE,2,partial,
grass (808).jpg,FALSE,3,partial,
grass (809).jpg,TRUE,5,sun,
grass (810).jpg,TRUE,5,sun,
grass (811).jpg,TRUE,5,sun,
grass (812).jpg,TRUE,5,sun,
grass (813).jpg,TRUE,5,sun,
grass (814).jpg,TRUE,5,sun,
grass (815).jpg,TRUE,6,sun,
grass (816).jpg,TRUE,6,sun,
grass (817).jpg,TRUE,6,sun,
grass (818).jpg,TRUE,9,sun,
grass (819).jpg,TRUE,9,sun,
grass (820).jpg,TRUE,8,sun,
grass (821).jpg,TRUE,7,sun,
grass (822).jpg,FALSE,4,sun,
grass (823).jpg,TRUE,5,sun,
grass (824).jpg,TRUE,5,sun,
grass (825).jpg,TRUE,5,sun,
grass (826).jpg,TRUE,7,sun,
grass (827).jpg,TRUE,9,sun,
grass (828).jpg,TRUE,7,sun,
grass (829).jpg,TRUE,6,shade,
grass (830).jpg,FALSE,3,sun,
grass (831).jpg,FALSE,2,shade,
grass (832).jpg,FALSE,2,shade,
grass (833).jpg,FALSE,4,partial,
grass (834).jpg,FALSE,4,partial,
grass (835).jpg,TRUE,5,shade,
grass (836).jpg,TRUE,5,shade,
grass (837).jpg,TRUE,5,shade,
grass (838).jpg,FALSE,4,shade,
grass (839).jpg,FALSE,4,shade,
grass (840).jpg,FALSE,4,shade,
grass (841).jpg,TRUE,6,sun,
grass (842).jpg,TRUE,6,sun,
grass (843).jpg,TRUE,7,sun,
grass (844).jpg,FALSE,4,sun,
grass (845).jpg,TRUE,5,sun,
grass (846).jpg,FALSE,4,sun,
grass (847).jpg,TRUE,5,sun,
grass (848).jpg,TRUE,5,sun,
grass (849).jpg,FALSE,4,sun,
grass (850).jpg,TRUE,5,sun,
grass (851).jpg,TRUE,5,partial,
grass (852).jpg,FALSE,3,shade,
grass (853).jpg,FALSE,3,shade,
grass (854).jpg,FALSE,3,shade,
grass (855).jpg,TRUE,5,shade,
grass (856).jpg,TRUE,6,shade,
grass (857).jpg,TRUE,6,partial,
grass (858).jpg,TRUE,6,partial,
grass (859).jpg,TRUE,5,sun,
grass (860).jpg,TRUE,8,sun,
grass (861).jpg,TRUE,6,sun,
grass (862).jpg,TRUE,8,sun,
grass (863).jpg,TRUE,8,sun,
grass (864).jpg,TRUE,8,sun,
grass (865).jpg,TRUE,7,sun,
grass (866).jpg,TRUE,6,sun,
grass (867).jpg,TRUE,6,sun,
grass (868).jpg,TRUE,7,sun,
grass (869).jpg,TRUE,6,sun,
grass (870).jpg,TRUE,6,sun,
grass (871).jpg,TRUE,6,sun,
grass (872).jpg,TRUE,5,sun,
grass (873).jpg,FALSE,4,sun,
grass (874).jpg,FALSE,3,sun,
grass (875).jpg,FALSE,2,sun,
grass (876).jpg,FALSE,1,sun,
grass (877).jpg,FALSE,1,sun,
grass (878).jpg,FALSE,2,sun,
grass (879).jpg,FALSE,2,sun,
grass (880).jpg,FALSE,2,sun,
grass (881).jpg,FALSE,3,sun,
grass (882).jpg,FALSE,4,sun,
grass (883).jpg,FALSE,4,partial,
grass (884).jpg,FALSE,4,partial,
grass (885).jpg,TRUE,5,sun,
grass (886).jpg,TRUE,6,sun,
grass (887).jpg,FALSE,4,sun,
grass (888).jpg,TRUE,6,sun,
grass (889).jpg,TRUE,7,sun,
grass (890).jpg,TRUE,8,sun,
grass (891).jpg,TRUE,6,sun,
grass (892).jpg,FALSE,4,sun,
grass (893).jpg,FALSE,4,sun,
grass (894).jpg,FALSE,4,sun,
grass (895).jpg,FALSE,4,sun,
grass (896).jpg,FALSE,4,sun,
grass (897).jpg,FALSE,4,sun,
grass (898).jpg,FALSE,4,sun,
grass (899).jpg,FALSE,4,partial,
grass (900).jpg,FALSE,2,partial,
grass (901).jpg,FALSE,4,partial,
grass (902).jpg,TRUE,5,partial,
grass (903).jpg,FALSE,3,partial,
grass (904).jpg,TRUE,5,partial,
grass (905).jpg,FALSE,3,partial,
grass (906).jpg,FALSE,4,partial,
grass (907).jpg,FALSE,4,sun,
grass (908).jpg,TRUE,5,shade,
grass (909).jpg,TRUE,6,sun,
grass (910).jpg,FALSE,3,sun,
grass (911).jpg,FALSE,4,partial,
grass (912).jpg,FALSE,2,partial,
grass (913).jpg,FALSE,3,partial,
grass (914).jpg,TRUE,5,partial,
grass (915).jpg,FALSE,4,sun,
grass (916).jpg,FALSE,2,sun,
grass (917).jpg,TRUE,5,sun,
grass (918).jpg,FALSE,3,partial,
grass (919).jpg,TRUE,8,sun,
grass (920).jpg,TRUE,7,sun,
grass (921).jpg,TRUE,8,sun,
grass (922).jpg,TRUE,6,sun,
grass (923).jpg,TRUE,5,sun,
grass (924).jpg,FALSE,3,sun,
grass (925).jpg,TRUE,6,sun,
grass (926).jpg,TRUE,6,sun,
grass (927).jpg,TRUE,6,sun,
grass (928).jpg,TRUE,6,sun,
grass (929).jpg,FALSE,2,sun,
grass (930).jpg,FALSE,3,sun,
grass (931).jpg,FALSE,2,sun,
grass (932).jpg,FALSE,3,sun,
grass (933).jpg,FALSE,4,sun,
grass (934).jpg,FALSE,3,sun,
grass (935).jpg,FALSE,4,sun,
grass (936).jpg,TRUE,5,sun,
grass (937).jpg,FALSE,3,sun,
grass (938).jpg,FALSE,2,sun,
grass (939).jpg,FALSE,2,sun,
grass (940).jpg,FALSE,3,sun,
grass (941).jpg,FALSE,4,sun,
grass (942).jpg,FALSE,4,sun,
grass (943).jpg,FALSE,3,sun,
grass (944).jpg,FALSE,1,sun,
grass (945).jpg,FALSE,1,sun,
grass (946).jpg,FALSE,1,sun,
grass (947).jpg,FALSE,1,sun,
grass (948).jpg,FALSE,1,sun,
grass (949).jpg,FALSE,1,sun,
grass (950).jpg,FALSE,1,sun,
grass (951).jpg,TRUE,6,sun,
grass (952).jpg,FALSE,4,sun,
grass (953).jpg,FALSE,4,sun,
grass (954).jpg,TRUE,5,sun,
grass (955).jpg,FALSE,4,sun,
grass (956).jpg,FALSE,4,sun,
grass (957).jpg,FALSE,3,sun,
grass (958).jpg,TRUE,5,sun,
grass (959).jpg,TRUE,5,sun,
grass (960).jpg,TRUE,5,sun,
grass (961).jpg,TRUE,6,partial,
grass (962).jpg,TRUE,5,sun,
grass (963).jpg,TRUE,6,sun,
grass (964).jpg,TRUE,6,sun,
grass (965).jpg,TRUE,6,sun,
grass (966).jpg,TRUE,5,sun,
grass (967).jpg,TRUE,5,sun,
grass (968).jpg,TRUE,5,sun,
grass (969).jpg,TRUE,5,partial,
grass (970).jpg,FALSE,4,shade,
grass (971).jpg,TRUE,6,partial,
grass (972).jpg,FALSE,4,partial,
grass (973).jpg,FALSE,4,shade,
grass (974).jpg,TRUE,5,partial,
grass (975).jpg,TRUE,5,partial,
grass (976).jpg,FALSE,4,partial,
grass (977).jpg,FALSE,3,partial,
grass (978).jpg,FALSE,1,partial,
grass (979).jpg,FALSE,2,sun,
grass (980).jpg,FALSE,1,shade,
grass (981).jpg,FALSE,2,partial,
grass (982).jpg,FALSE,2,partial,
grass (983).jpg,FALSE,2,partial,
grass (984).jpg,FALSE,1,shade,
grass (985).jpg,FALSE,4,shade,
grass (986).jpg,TRUE,7,sun,
grass (987).jpg,TRUE,6,partial,
grass (988).jpg,TRUE,5,partial,
grass (989).jpg,FALSE,4,sun,
grass (990).jpg,TRUE,5,sun,
grass (991).jpg,TRUE,7,sun,
grass (992).jpg,FALSE,4,sun,
grass (993).jpg,TRUE,5,partial,
grass (994).jpg,FALSE,4,sun,
grass (995).jpg,TRUE,5,sun,
grass (996).jpg,TRUE,6,sun,
grass (997).jpg,TRUE,7,sun,
grass (998).jpg,TRUE,6,sun,
grass (999).jpg,TRUE,5,sun,
grass (1000).jpg,TRUE,7,partial,
grass (1001).jpg,TRUE,7,partial,
grass (1002).jpg,TRUE,7,partial,
grass (1003).jpg,TRUE,8,partial,
grass (1004).jpg,TRUE,7,partial,
grass (1005).jpg,TRUE,6,partial,
grass (1006).jpg,TRUE,6,partial,
grass (1007).jpg,TRUE,6,partial,
grass (1008).jpg,TRUE,5,partial,
grass (1009).jpg,TRUE,7,partial,
grass (1010).jpg,TRUE,8,partial,
grass (1011).jpg,TRUE,5,partial,
grass (1012).jpg,TRUE,6,partial,
grass (1013).jpg,TRUE,7,sun,
grass (1014).jpg,TRUE,7,sun,
grass (1015).jpg,FALSE,4,sun,
grass (1016).jpg,TRUE,7,sun,
grass (1017).jpg,TRUE,5,sun,
grass (1018).jpg,TRUE,6,sun,
grass (1019).jpg,TRUE,7,sun,
grass (1020).jpg,TRUE,5,sun,
grass (1021).jpg,TRUE,6,sun,
grass (1022).jpg,TRUE,7,sun,
grass (1023).jpg,TRUE,7,sun,
grass (1024).jpg,TRUE,6,sun,
grass (1025).jpg,TRUE,6,sun,
grass (1026).jpg,TRUE,7,sun,
grass (1027).jpg,TRUE,8,sun,
grass (1028).jpg,FALSE,4,sun,
grass (1029).jpg,TRUE,5,sun,
grass (1030).jpg,TRUE,5,sun,
grass (1031).jpg,TRUE,6,sun,
grass (1032).jpg,TRUE,6,sun,
grass (1033).jpg,TRUE,6,sun,
grass (1034).jpg,TRUE,7,sun,
grass (1035).jpg,TRUE,7,sun,
grass (1036).jpg,FALSE,3,sun,
grass (1037).jpg,FALSE,4,sun,
grass (1038).jpg,TRUE,7,sun,
grass (1039).jpg,TRUE,7,sun,
grass (1040).jpg,TRUE,6,sun,
grass (1041).jpg,TRUE,6,sun,
grass (1042).jpg,TRUE,5,sun,
grass (1043).jpg,TRUE,6,sun,
grass (1044).jpg,TRUE,7,sun,
grass (1045).jpg,TRUE,5,sun,
grass (1046).jpg,FALSE,3,sun,
grass (1047).jpg,FALSE,1,sun,
grass (1048).jpg,FALSE,1,sun,
grass (1049).jpg,FALSE,1,partial,
grass (1050).jpg,FALSE,1,partial,
grass (1051).jpg,FALSE,1,partial,
grass (1052).jpg,FALSE,2,partial,
grass (1053).jpg,FALSE,2,partial,
grass (1054).jpg,FALSE,3,sun,
grass (1055).jpg,FALSE,3,partial,
grass (1056).jpg,FALSE,1,sun,
grass (1057).jpg,FALSE,1,sun,
grass (1058).jpg,FALSE,1,partial,
grass (1059).jpg,FALSE,1,sun,
grass (1060).jpg,FALSE,1,partial,
grass (1061).jpg,FALSE,1,shade,
grass (1062).jpg,FALSE,2,partial,
grass (1063).jpg,FALSE,2,partial,
grass (1064).jpg,FALSE,1,sun,
grass (1065).jpg,FALSE,4,sun,
grass (1066).jpg,FALSE,1,partial,
grass (1067).jpg,FALSE,1,partial,
grass (1068).jpg,FALSE,1,partial,
grass (1069).jpg,FALSE,1,partial,
grass (1070).jpg,FALSE,2,partial,
grass (1071).jpg,FALSE,2,partial,
grass (1072).jpg,FALSE,1,shade,
grass (1073).jpg,FALSE,1,shade,
grass (1074).jpg,FALSE,1,partial,
grass (1075).jpg,FALSE,1,partial,
grass (1076).jpg,FALSE,3,partial,
grass (1077).jpg,FALSE,2,partial,
grass (1078).jpg,FALSE,4,sun,
grass (1079).jpg,FALSE,4,sun,
grass (1080).jpg,TRUE,5,sun,
grass (1081).jpg,FALSE,2,partial,
grass (1082).jpg,TRUE,4,sun,
grass (1083).jpg,TRUE,6,sun,
grass (1084).jpg,TRUE,5,sun,
grass (1085).jpg,FALSE,1,sun,
grass (1086).jpg,FALSE,1,sun,
grass (1087).jpg,FALSE,1,sun,
grass (1088).jpg,FALSE,1,sun,
grass (1089).jpg,FALSE,1,sun,
grass (1090).jpg,FALSE,1,sun,
grass (1091).jpg,FALSE,2,sun,
grass (1092).jpg,FALSE,2,sun,
grass (1093).jpg,FALSE,2,sun,
grass (1094).jpg,TRUE,6,sun,
grass (1095).jpg,TRUE,5,sun,
grass (1096).jpg,TRUE,5,sun,
grass (1097).jpg,TRUE,6,sun,
grass (1098).jpg,FALSE,4,sun,
grass (1099).jpg,FALSE,2,partial,
grass (1100).jpg,FALSE,2,shade,
grass (1101).jpg,FALSE,3,partial,
grass (1102).jpg,FALSE,4,shade,
grass (1103).jpg,TRUE,5,partial,
grass (1104).jpg,TRUE,5,sun,
grass (1105).jpg,TRUE,5,sun,
grass (1106).jpg,TRUE,6,partial,
grass (1107).jpg,TRUE,7,sun,
grass (1108).jpg,TRUE,5,sun,
grass (1109).jpg,TRUE,6,partial,
grass (1110).jpg,TRUE,5,sun,
grass (1111).jpg,FALSE,4,partial,
grass (1112).jpg,TRUE,6,partial,
grass (1113).jpg,TRUE,7,partial,
grass (1114).jpg,TRUE,7,partial,
grass (1115).jpg,TRUE,5,partial,
grass (1116).jpg,TRUE,6,partial,
grass (1117).jpg,FALSE,4,partial,
grass (1118).jpg,FALSE,3,sun,
grass (1119).jpg,FALSE,1,sun,
grass (1120).jpg,FALSE,2,partial,
grass (1121).jpg,FALSE,2,partial,
grass (1122).jpg,FALSE,3,sun,
grass (1123).jpg,FALSE,3,sun,
grass (1124).jpg,TRUE,5,partial,
grass (1125).jpg,TRUE,5,sun,
grass (1126).jpg,TRUE,7,partial,
grass (1127).jpg,TRUE,7,partial,
grass (1128).jpg,TRUE,6,partial,
grass (1129).jpg,TRUE,6,sun,
grass (1130).jpg,TRUE,5,shade,
grass (1131).jpg,FALSE,2,sun,
grass (1132).jpg,TRUE,6,partial,
grass (1133).jpg,TRUE,6,partial,
grass (1134).jpg,TRUE,5,partial,
grass (1135).jpg,TRUE,5,partial,
grass (1136).jpg,TRUE,5,partial,
grass (1137).jpg,FALSE,3,partial,
grass (1138).jpg,FALSE,2,partial,
grass (1139).jpg,FALSE,3,shade,
grass (1140).jpg,TRUE,5,partial,
grass (1141).jpg,FALSE,4,partial,
grass (1142).jpg,FALSE,2,partial,
grass (1143).jpg,FALSE,2,sun,
grass (1144).jpg,FALSE,2,sun,
grass (1145).jpg,FALSE,2,partial,
grass (1146).jpg,FALSE,3,partial,
grass (1147).jpg,TRUE,5,partial,
grass (1148).jpg,FALSE,4,sun,
grass (1149).jpg,FALSE,3,sun,
grass (1150).jpg,FALSE,3,sun,
grass (1151).jpg,FALSE,4,sun,
grass (1152).jpg,FALSE,4,sun,
grass (1153).jpg,FALSE,4,sun,
grass (1154).jpg,TRUE,5,sun,
grass (1155).jpg,FALSE,4,sun,
grass (1156).jpg,FALSE,3,sun,
grass (1157).jpg,TRUE,5,sun,
grass (1158).jpg,FALSE,3,sun,
grass (1159).jpg,FALSE,1,sun,
grass (1160).jpg,TRUE,5,sun,
grass (1161).jpg,TRUE,5,sun,
grass (1162).jpg,FALSE,1,sun,
grass (1163).jpg,FALSE,1,sun,
grass (1164).jpg,FALSE,1,sun,
grass (1165).jpg,FALSE,3,sun,
grass (1166).jpg,FALSE,2,sun,
grass (1167).jpg,FALSE,3,sun,
grass (1168).jpg,FALSE,2,sun,
grass (1169).jpg,FALSE,3,sun,
grass (1170).jpg,FALSE,2,sun,
grass (1171).jpg,FALSE,3,sun,
grass (1172).jpg,FALSE,3,partial,
grass (1173).jpg,FALSE,3,partial,
grass (1174).jpg,FALSE,3,partial,
grass (1175).jpg,FALSE,3,partial,
grass (1176).jpg,FALSE,3,partial,
grass (1177).jpg,FALSE,2,partial,
grass (1178).jpg,FALSE,3,partial,
grass (1179).jpg,FALSE,2,partial,
grass (1180).jpg,FALSE,2,partial,
grass (1181).jpg,FALSE,3,partial,
grass (1182).jpg,FALSE,3,partial,
grass (1183).jpg,FALSE,2,sun,
grass (1184).jpg,FALSE,3,sun,
grass (1185).jpg,FALSE,3,sun,
grass (1186).jpg,TRUE,7,sun,
grass (1187).jpg,TRUE,6,sun,
grass (1188).jpg,TRUE,6,sun,
grass (1189).jpg,TRUE,5,sun,
grass (1190).jpg,TRUE,6,sun,
grass (1191).jpg,TRUE,6,sun,
grass (1192).jpg,TRUE,6,sun,
grass (1193).jpg,TRUE,7,sun,
grass (1194).jpg,TRUE,5,sun,
grass (1195).jpg,TRUE,6,sun,
grass (1196).jpg,TRUE,7,sun,
grass (1197).jpg,TRUE,5,partial,
grass (1198).jpg,TRUE,5,partial,
grass (1199).jpg,TRUE,6,sun,
grass (1200).jpg,TRUE,6,partial,
grass (1201).jpg,TRUE,6,sun,
grass (1202).jpg,FALSE,4,sun,
grass (1203).jpg,TRUE,6,sun,
grass (1204).jpg,TRUE,7,sun,
grass (1205).jpg,TRUE,8,sun,
grass (1206).jpg,TRUE,7,sun,
grass (1207).jpg,TRUE,5,sun,
grass (1208).jpg,FALSE,4,sun,
grass (1209).jpg,TRUE,5,sun,
grass (1210).jpg,FALSE,2,sun,
grass (1211).jpg,FALSE,4,partial,
grass (1212).jpg,FALSE,2,sun,
grass (1213).jpg,FALSE,1,sun,
grass (1214).jpg,FALSE,1,sun,
grass (1215).jpg,FALSE,2,sun,
grass (1216).jpg,FALSE,2,sun,
grass (1217).jpg,FALSE,1,partial,
grass (1218).jpg,FALSE,1,sun,
grass (1219).jpg,FALSE,1,sun,
grass (1220).jpg,FALSE,1,partial,
grass (1221).jpg,FALSE,1,partial,
grass (1222).jpg,FALSE,1,partial,
grass (1223).jpg,FALSE,2,partial,
grass (1224).jpg,FALSE,1,partial,
grass (1225).jpg,FALSE,1,partial,
grass (1226).jpg,FALSE,2,sun,
grass (1227).jpg,FALSE,1,sun,
grass (1228).jpg,FALSE,1,partial,
grass (1229).jpg,FALSE,1,partial,
grass (1230).jpg,FALSE,1,sun,
grass (1231).jpg,FALSE,2,partial,
grass (1232).jpg,FALSE,2,sun,
grass (1233).jpg,FALSE,1,sun,
grass (1234).jpg,FALSE,3,sun,
grass (1235).jpg,FALSE,2,sun,
grass (1236).jpg,FALSE,4,sun,
grass (1237).jpg,FALSE,4,sun,
grass (1238).jpg,FALSE,4,sun,
grass (1239).jpg,FALSE,4,sun,
grass (1240).jpg,FALSE,4,sun,
grass (1241).jpg,FALSE,4,partial,
grass (1242).jpg,FALSE,4,sun,
grass (1243).jpg,FALSE,4,sun,
grass (1244).jpg,FALSE,4,sun,
grass (1245).jpg,TRUE,5,partial,
grass (1246).jpg,FALSE,1,sun,
grass (1247).jpg,FALSE,1,partial,
grass (1248).jpg,FALSE,1,partial,
grass (1249).jpg,FALSE,1,sun,
grass (1250).jpg,FALSE,3,sun,
grass (1251).jpg,FALSE,4,sun,
grass (1252).jpg,FALSE,4,sun,
grass (1253).jpg,FALSE,3,sun,
grass (1254).jpg,FALSE,4,partial,
grass (1255).jpg,FALSE,3,sun,
grass (1256).jpg,FALSE,4,partial,
grass (1257).jpg,FALSE,4,partial,
grass (1258).jpg,FALSE,4,partial,
grass (1259).jpg,FALSE,4,partial,
grass (1260).jpg,FALSE,3,partial,
grass (1261).jpg,FALSE,2,sun,
grass (1262).jpg,FALSE,2,partial,
grass (1263).jpg,FALSE,3,sun,
grass (1264).jpg,FALSE,4,sun,
grass (1265).jpg,FALSE,3,sun,
grass (1266).jpg,FALSE,3,sun,
grass (1267).jpg,TRUE,3,sun,
grass (1268).jpg,FALSE,3,sun,
grass (1269).jpg,FALSE,2,sun,
grass (1270).jpg,FALSE,3,sun,
grass (1271).jpg,FALSE,3,partial,
grass (1272).jpg,FALSE,4,partial,
grass (1273).jpg,FALSE,4,partial,
grass (1274).jpg,FALSE,4,sun,
grass (1275).jpg,FALSE,4,partial,
grass (1276).jpg,FALSE,4,sun,blurry
grass (1277).jpg,FALSE,4,sun,
grass (1278).jpg,FALSE,4,sun,
grass (1279).jpg,FALSE,4,sun,
grass (1280).jpg,FALSE,4,sun,
grass (1281).jpg,FALSE,4,shade,
grass (1282).jpg,TRUE,5,sun,
grass (1283).jpg,FALSE,2,sun,
grass (1284).jpg,FALSE,2,sun,
grass (1285).jpg,FALSE,2,partial,
grass (1286).jpg,FALSE,3,partial,
grass (1287).jpg,FALSE,4,partial,
grass (1288).jpg,TRUE,5,sun,
grass (1289).jpg,TRUE,5,sun,
grass (1290).jpg,TRUE,6,sun,
grass (1291).jpg,TRUE,5,sun,
grass (1292).jpg,FALSE,4,sun,
grass (1293).jpg,FALSE,4,sun,
grass (1294).jpg,FALSE,3,sun,
grass (1295).jpg,FALSE,2,sun,
grass (1296).jpg,FALSE,2,sun,
grass (1297).jpg,TRUE,5,sun,
grass (1298).jpg,TRUE,6,sun,
grass (1299).jpg,FALSE,4,sun,
grass (1300).jpg,TRUE,5,sun,blurry
grass (1301).jpg,FALSE,4,sun,
grass (1302).jpg,FALSE,4,sun,
grass (1303).jpg,FALSE,3,sun,
grass (1304).jpg,FALSE,4,sun,
grass (1305).jpg,FALSE,4,sun,
grass (1306).jpg,FALSE,4,sun,
grass (1307).jpg,TRUE,5,shade,
grass (1308).jpg,FALSE,4,partial,
grass (1309).jpg,FALSE,4,sun,
grass (1310).jpg,FALSE,4,sun,
grass (1311).jpg,TRUE,7,sun,
grass (1312).jpg,FALSE,4,sun,
grass (1313).jpg,FALSE,3,partial,
grass (1314).jpg,TRUE,4,shade,
grass (1315).jpg,FALSE,3,partial,
grass (1316).jpg,FALSE,4,sun,
grass (1317).jpg,FALSE,4,sun,
grass (1318).jpg,FALSE,1,sun,
grass (1319).jpg,FALSE,2,partial,
grass (1320).jpg,TRUE,5,sun,
grass (1321).jpg,FALSE,4,partial,
grass (1322).jpg,FALSE,4,partial,
grass (1323).jpg,FALSE,3,partial,
grass (1324).jpg,FALSE,4,partial,
grass (1325).jpg,FALSE,3,sun,
grass (1326).jpg,FALSE,3,shade,blurry
grass (1327).jpg,FALSE,2,partial,
grass (1328).jpg,FALSE,3,sun,
grass (1329).jpg,FALSE,3,sun,
grass (1330).jpg,FALSE,1,partial,
grass (1331).jpg,FALSE,2,partial,
grass (1332).jpg,FALSE,3,partial,
grass (1333).jpg,FALSE,4,partial,
grass (1334).jpg,FALSE,2,shade,
grass (1335).jpg,FALSE,2,sun,
grass (1336).jpg,FALSE,1,sun,
grass (1337).jpg,FALSE,2,sun,doggo
grass (1338).jpg,TRUE,5,sun,
grass (1339).jpg,TRUE,6,partial,
grass (1340).jpg,TRUE,5,shade,blurry
grass (1341).jpg,FALSE,4,partial,
grass (1342).jpg,FALSE,3,partial,
grass (1343).jpg,FALSE,4,partial,
grass (1344).jpg,FALSE,4,partial,
grass (1345).jpg,FALSE,3,partial,
grass (1346).jpg,FALSE,4,partial,
grass (1347).jpg,FALSE,4,sun,
grass (1348).jpg,FALSE,3,sun,
grass (1349).jpg,FALSE,4,sun,
grass (1350).jpg,FALSE,4,sun,
grass (1351).jpg,FALSE,2,sun,
grass (1352).jpg,FALSE,2,sun,
grass (1353).jpg,FALSE,3,sun,
grass (1354).jpg,FALSE,3,sun,
grass (1355).jpg,FALSE,3,sun,
grass (1356).jpg,FALSE,4,sun,
grass (1357).jpg,FALSE,4,sun,
grass (1358).jpg,FALSE,4,sun,
grass (1359).jpg,TRUE,5,sun,
grass (1360).jpg,TRUE,5,sun,
grass (1361).jpg,FALSE,4,sun,
grass (1362).jpg,FALSE,4,sun,
grass (1363).jpg,FALSE,3,partial,
grass (1364).jpg,FALSE,4,partial,
grass (1365).jpg,FALSE,4,partial,
grass (1366).jpg,FALSE,4,sun,
grass (1367).jpg,FALSE,2,partial,
grass (1368).jpg,FALSE,4,sun,
grass (1369).jpg,FALSE,4,sun,
grass (1370).jpg,FALSE,3,partial,
grass (1371).jpg,FALSE,3,sun,
